08-04_13:19	new=1	applied=0	01cd5eee	refs/heads/lane/train-idempotency-refusal
07-30_22:28	new=2	applied=0	ce400f72	refs/heads/lane/trb2
08-02_17:00	new=2	applied=0	b560bc3a	refs/heads/lane/trn-evidence-names
08-03_10:34	new=1	applied=0	88b7307f	refs/heads/lane/utlkvit-reprint-kind
08-03_10:45	new=1	applied=0	cb18cab4	refs/heads/lane/vipps-redact-404
07-29_00:47	new=0	applied=1	e7c8d317	refs/heads/lane/w0-businessdate
07-20_16:12	new=246	applied=0	47274228	refs/heads/lane/w4s-attendance
07-20_16:40	new=247	applied=0	d4263404	refs/heads/lane/w4s-clock
07-20_16:15	new=246	applied=0	7da7e3d0	refs/heads/lane/w4s-personalliste
07-20_16:13	new=246	applied=0	448f3adb	refs/heads/lane/w4s-pos
08-03_10:56	new=1	applied=0	f3887f9a	refs/heads/lane/wf-adjust-address
08-04_00:29	new=1	applied=0	3b593fef	refs/heads/lane/wf-blind-bind-name
08-03_11:23	new=1	applied=0	9d1719df	refs/heads/lane/wf-bootstrap
08-03_17:04	new=28	applied=0	6fa2cbc3	refs/heads/lane/wf-bootstrap-one-engagement
08-03_11:30	new=1	applied=0	f14c91ec	refs/heads/lane/wf-clock-wire
08-04_01:21	new=2	applied=0	0b28f601	refs/heads/lane/wf-contact-imported
08-04_02:29	new=2	applied=0	182fa43e	refs/heads/lane/wf-correction-path
08-01_20:59	new=1	applied=0	8a9080c8	refs/heads/lane/wf-demo-presence
08-04_20:34	new=22	applied=0	4b911917	refs/heads/lane/wf-digest-tautology
08-04_00:30	new=1	applied=0	2661b752	refs/heads/lane/wf-exchange-award-ungated
08-01_13:45	new=1	applied=0	a5ff40f2	refs/heads/lane/wf-exchange-move
08-04_01:40	new=1	applied=0	a1d57208	refs/heads/lane/wf-idempotency-refusal
08-04_03:02	new=2	applied=0	02684ecc	refs/heads/lane/wf-idempotency-refusal-rest
08-04_21:44	new=1	applied=0	68f2472c	refs/heads/lane/wf-invite-list-revoke
08-04_02:08	new=2	applied=0	a3a526ae	refs/heads/lane/wf-link-deadend
08-04_21:36	new=1	applied=0	de0811f6	refs/heads/lane/wf-onboard-claim
08-04_21:36	new=1	applied=0	de0811f6	refs/heads/lane/wf-onboard-demo-run
07-21_00:02	new=288	applied=0	1c021dac	refs/heads/lane/wf-personalliste-write
08-04_10:45	new=1	applied=0	100ae000	refs/heads/lane/wf-push-still-lies
08-04_03:34	new=1	applied=0	1ee483c0	refs/heads/lane/wf-timeoff-decide-gate
08-04_11:07	new=28	applied=0	bc9c7e96	refs/heads/lane/wf-timesheet-race
08-04_03:43	new=23	applied=0	da452fe2	refs/heads/lane/wf-timesheet-wire
08-04_10:59	new=1	applied=0	74405b34	refs/heads/lane/wf-withheld-bound
